-12,985139 3,969955 
-13,117709 3,761443 
-13,247264 3,549594 
-13,373732 3,334446 
-13,497038 3,116037 
-13,617112 2,894406 
-13,733880 2,669596 
-13,847271 2,441647 
-13,957213 2,210605 
-14,063636 1,976515 
-14,166469 1,739424 
-14,265642 1,499379 
-14,361085 1,256432 
-14,452730 1,010633 
-14,540508 0,762036 
-14,624350 0,510694 
-14,704191 0,256663 
-14,779963 0,000000 
-14,851601 -0,259236 
-14,919038 -0,520984 
-14,982212 -0,785184 
-15,041058 -1,051773 
-15,095513 -1,320686 
-15,145516 -1,591858 
-15,191004 -1,865221 
-15,231919 -2,140707 
-15,268200 -2,418245 
-15,299788 -2,697765 
-15,326628 -2,979195 
-15,348661 -3,262459 
-15,365832 -3,547482 
-15,378088 -3,834188 
-15,385374 -4,122498 
-15,387638 -4,412334 
-15,384830 -4,703615 
-15,376900 -4,996258 
-15,363798 -5,290180 
-15,345477 -5,585297 
-15,321892 -5,881523 
-15,292996 -6,178771 
-15,258746 -6,476954 
-15,219101 -6,775980 
-15,174018 -7,075761 
-15,123459 -7,376204 
-15,067386 -7,677216 
-15,005760 -7,978704 
-14,938548 -8,280573 
-14,865716 -8,582725 
-14,787231 -8,885065 
-14,703063 -9,187493 
-14,613182 -9,489911 
-14,517561 -9,792219 
-14,416174 -10,094314 
-14,308998 -10,396095 
-14,196008 -10,697460 
-14,077186 -10,998303 
-13,952510 -11,298520 
-13,821965 -11,598006 
-13,685534 -11,896653 
-13,543203 -12,194355 
-13,394961 -12,491004 
-13,240798 -12,786490 
-13,080704 -13,080704 
-12,914674 -13,373537 
-12,742704 -13,664877 
-12,564789 -13,954612 
-12,380931 -14,242631 
-12,191129 -14,528822 
-11,995388 -14,813071 
-11,793713 -15,095264 
-11,586110 -15,375287 
-11,372590 -15,653027 
-11,153163 -15,928367 
-10,927843 -16,201194 
-10,696646 -16,471391 
-10,459589 -16,738842 
-10,216693 -17,003432 
-9,967978 -17,265044 
-9,713469 -17,523561 
-9,453192 -17,778868 
-9,187175 -18,030847 
-8,915450 -18,279381 
-8,638048 -18,524354 
-8,355005 -18,765649 
-8,066358 -19,003149 
-7,772146 -19,236737 
-7,472411 -19,466297 
-7,167197 -19,691713 
-6,856550 -19,912867 
-6,540518 -20,129645 
-6,219152 -20,341931 
-5,892505 -20,549609 
-5,560633 -20,752564 
-5,223592 -20,950682 
-4,881442 -21,143848 
-4,534246 -21,331950 
-4,182068 -21,514874 
-3,824974 -21,692507 
-3,463034 -21,864738 
-3,096319 -22,031455 
-2,724902 -22,192549 
-2,348860 -22,347909 
-1,968270 -22,497426 
-1,583212 -22,640992 
-1,193771 -22,778500 
-0,800029 -22,909845 
-0,402076 -23,034919 
-0,000000 -23,153620 
0,406107 -23,265844 
0,816150 -23,371489 
1,230034 -23,470454 
1,647660 -23,562640 
2,068927 -23,647947 
2,493732 -23,726279 
2,921970 -23,797539 
3,353534 -23,861634 
3,788313 -23,918470 
4,226197 -23,967955 
4,667071 -24,010000 
5,110820 -24,044516 
5,557324 -24,071416 
6,006465 -24,090615 
6,458119 -24,102029 
6,912163 -24,105577 
7,368470 -24,101178 
7,826911 -24,088754 
8,287356 -24,068230 
8,749673 -24,039529 
9,213728 -24,002581 
9,679383 -23,957314 
10,146502 -23,903660 
10,614944 -23,841554 
11,084566 -23,770929 
11,555227 -23,691726 
12,026779 -23,603883 
12,499077 -23,507344 
12,971970 -23,402053 
13,445308 -23,287957 
13,918940 -23,165006 
14,392711 -23,033152 
14,866465 -22,892348 
15,340046 -22,742553 
15,813295 -22,583726 
16,286052 -22,415827 
16,758156 -22,238824 
17,229443 -22,052681 
17,699749 -21,857370 
18,168910 -21,652864 
18,636758 -21,439137 
19,103124 -21,216169 
19,567840 -20,983940 
20,030736 -20,742434 
20,491639 -20,491639 
20,950377 -20,231544 
21,406776 -19,962142 
21,860663 -19,683429 
22,311861 -19,395405 
22,760194 -19,098070 
23,205485 -18,791431 
23,647556 -18,475496 
24,086228 -18,150275 
24,521322 -17,815784 
24,952658 -17,472040 
25,380056 -17,119064 
25,803334 -16,756881 
26,222311 -16,385519 
26,636806 -16,005008 
27,046635 -15,615382 
27,451617 -15,216680 
27,851569 -14,808942 
28,246307 -14,392212 
28,635650 -13,966540 
29,019414 -13,531975 
29,397415 -13,088572 
29,769472 -12,636391 
30,135400 -12,175492 
30,495019 -11,705941 
30,848144 -11,227806 
31,194595 -10,741161 
31,534190 -10,246079 
31,866747 -9,742642 
32,192086 -9,230932 
32,510026 -8,711035 
32,820389 -8,183042 
33,122995 -7,647046 
33,417666 -7,103144 
33,704226 -6,551438 
33,982498 -5,992031 
34,252308 -5,425033 
34,513480 -4,850553 
34,765841 -4,268709 
35,009221 -3,679617 
35,243447 -3,083402 
35,468352 -2,480189 
35,683766 -1,870107 
35,889524 -1,253290 
36,085461 -0,629874 
36,271412 -0,000000 
36,447217 0,636189 
36,612716 1,278544 
36,767750 1,926916 
36,912164 2,581150 
37,045802 3,241088 
37,168513 3,906568 
37,280146 4,577426 
37,380554 5,253494 
37,469591 5,934600 
37,547112 6,620569 
37,612978 7,311222 
37,667049 8,006378 
37,709190 8,705852 
37,739266 9,409456 
37,757147 10,116997 
37,762704 10,828281 
37,755813 11,543111 
37,736351 12,261284 
37,704198 12,982596 
37,659237 13,706841 
37,601355 14,433808 
37,530442 15,163283 
37,446391 15,895050 
37,349097 16,628889 
37,238461 17,364579 
37,114384 18,101895 
36,976774 18,840607 
36,825540 19,580487 
36,660595 20,321300 
36,481858 21,062811 
36,289248 21,804780 
36,082691 22,546968 
35,862115 23,289130 
35,627453 24,031021 
35,378641 24,772391 
35,115619 25,512991 
34,838333 26,252567 
34,546731 26,990864 
34,240766 27,727625 
33,920395 28,462591 
33,585581 29,195500 
33,236288 29,926088 
32,872489 30,654092 
32,494157 31,379242 
32,101272 32,101272 
31,693819 32,819911 
31,271787 33,534886 
30,835168 34,245924 
30,383962 34,952750 
29,918172 35,655089 
29,437805 36,352661 
28,942874 37,045189 
28,433398 37,732393 
27,909399 38,413992 
27,370905 39,089704 
26,817950 39,759246 
26,250571 40,422334 
25,668811 41,078685 
25,072720 41,728013 
24,462350 42,370033 
23,837761 43,004459 
23,199017 43,631005 
22,546188 44,249385 
21,879348 44,859312 
21,198578 45,460498 
20,503964 46,052658 
19,795597 46,635505 
19,073574 47,208753 
18,337997 47,772114 
17,588973 48,325305 
16,826615 48,868039 
16,051044 49,400033 
15,262382 49,921001 
14,460760 50,430662 
13,646313 50,928733 
12,819183 51,414933 
11,979515 51,888982 
11,127464 52,350601 
10,263186 52,799513 
9,386845 53,235442 
8,498610 53,658113 
7,598657 54,067253 
6,687165 54,462591 
5,764322 54,843858 
4,830318 55,210787 
3,885351 55,563112 
2,929625 55,900571 
1,963347 56,222902 
0,986732 56,529847 
0,000000 56,821150 
-0,996624 57,096559 
-2,002909 57,355822 
-3,018619 57,598691 
-4,043512 57,824923 
-5,077341 58,034274 
-6,119853 58,226508 
-7,170789 58,401387 
-8,229886 58,558682 
-9,296876 58,698162 
-10,371483 58,819604 
-11,453430 58,922787 
-12,542430 59,007492 
-13,638194 59,073508 
-14,740427 59,120624 
-15,848829 59,148635 
-16,963095 59,157341 
-18,082914 59,146546 
-19,207971 59,116057 
-20,337947 59,065687 
-21,472516 58,995254 
-22,611349 58,904579 
-23,754112 58,793490 
-24,900465 58,661819 
-26,050065 58,509403 
-27,202563 58,336085 
-28,357608 58,141712 
-29,514841 57,926138 
-30,673903 57,689222 
-31,834427 57,430827 
-32,996044 57,150825 
-34,158381 56,849092 
-35,321058 56,525509 
-36,483696 56,179965 
-37,645908 55,812353 
-38,807305 55,422575 
-39,967495 55,010538 
-41,126082 54,576154 
-42,282665 54,119343 
-43,436841 53,640032 
-44,588205 53,138154 
-45,736347 52,613648 
-46,880854 52,066463 
-48,021311 51,496551 
-49,157299 50,903873 
-50,288398 50,288398 
-51,414185 49,650101 
-52,534232 48,988964 
-53,648112 48,304977 
-54,755394 47,598138 
-55,855646 46,868452 
-56,948431 46,115931 
-58,033315 45,340595 
-59,109857 44,542473 
-60,177619 43,721600 
-61,236159 42,878020 
-62,285032 42,011785 
-63,323797 41,122954 
-64,352006 40,211596 
-65,369214 39,277786 
-66,374973 38,321609 
-67,368837 37,343156 
-68,350356 36,342529 
-69,319081 35,319836 
-70,274564 34,275195 
-71,216356 33,208732 
-72,144007 32,120581 
-73,057069 31,010886 
-73,955092 29,879797 
-74,837629 28,727474 
-75,704233 27,554087 
-76,554456 26,359813 
-77,387852 25,144838 
-78,203978 23,909356 
-79,002390 22,653571 
-79,782645 21,377695 
-80,544304 20,081951 
-81,286928 18,766566 
-82,010080 17,431781 
-82,713325 16,077842 
-83,396231 14,705006 
-84,058368 13,313538 
-84,699308 11,903711 
-85,318627 10,475810 
-85,915903 9,030125 
-86,490717 7,566957 
-87,042654 6,086615 
-87,571301 4,589417 
-88,076250 3,075690 
-88,557096 1,545770 
-89,013439 0,000000 
-89,444881 -1,561266 
-89,851031 -3,137667 
-90,231499 -4,728832 
-90,585903 -6,334383 
-90,913864 -7,953932 
-91,215008 -9,587084 
-91,488967 -11,233433 
-91,735377 -12,892566 
-91,953881 -14,564064 
-92,144126 -16,247496 
-92,305767 -17,942424 
-92,438463 -19,648402 
-92,541880 -21,364976 
-92,615689 -23,091685 
-92,659571 -24,828057 
-92,673210 -26,573615 
-92,656298 -28,327873 
-92,608536 -30,090337 
-92,529629 -31,860506 
-92,419291 -33,637871 
-92,277244 -35,421915 
-92,103217 -37,212115 
-91,896947 -39,007940 
-91,658179 -40,808851 
-91,386667 -42,614302 
-91,082171 -44,423743 
-90,744462 -46,236613 
-90,373320 -48,052347 
-89,968531 -49,870371 
-89,529893 -51,690108 
-89,057211 -53,510971 
-88,550301 -55,332369 
-88,008987 -57,153704 
-87,433103 -58,974373 
-86,822495 -60,793765 
-86,177015 -62,611267 
-85,496529 -64,426256 
-84,780910 -66,238106 
-84,030043 -68,046187 
-83,243823 -69,849861 
-82,422157 -71,648488 
-81,564961 -73,441421 
-80,672163 -75,228009 
-79,743701 -77,007597 
-78,779526 -78,779526 
-77,779598 -80,543132 
-76,743891 -82,297747 
-75,672388 -84,042701 
-74,565086 -85,777319 
-73,421992 -87,500923 
-72,243127 -89,212832 
-71,028521 -90,912361 
-69,778219 -92,598824 
-68,492276 -94,271531 
-67,170763 -95,929791 
-65,813758 -97,572909 
-64,421357 -99,200190 
-62,993664 -100,810936 
-61,530800 -102,404448 
-60,032895 -103,980025 
-58,500096 -105,536966 
-56,932558 -107,074569 
-55,330454 -108,592131 
-53,693967 -110,088948 
-52,023295 -111,564316 
-50,318647 -113,017532 
-48,580248 -114,447893 
-46,808335 -115,854696 
-45,003159 -117,237238 
-43,164984 -118,594820 
-41,294088 -119,926741 
-39,390763 -121,232302 
-37,455313 -122,510808 
-35,488057 -123,761564 
-33,489329 -124,983877 
-31,459474 -126,177057 
-29,398852 -127,340417 
-27,307837 -128,473274 
-25,186818 -129,574946 
-23,036195 -130,644755 
-20,856384 -131,682029 
-18,647815 -132,686097 
-16,410929 -133,656294 
-14,146185 -134,591960 
-11,854052 -135,492438 
-9,535016 -136,357077 
-7,189573 -137,185231 
-4,818237 -137,976262 
-2,421533 -138,729534 
-0,000000 -139,444420 
2,445809 -140,120297 
4,915327 -140,756553 
7,407975 -141,352577 
9,923158 -141,907770 
12,460270 -142,421539 
15,018691 -142,893298 
17,597786 -143,322469 
20,196910 -143,708484 
22,815403 -144,050783 
25,452590 -144,348813 
28,107788 -144,602032 
30,780296 -144,809907 
33,469404 -144,971915 
36,174387 -145,087542 
38,894509 -145,156285 
41,629021 -145,177651 
44,377162 -145,151158 
47,138159 -145,076335 
49,911225 -144,952723 
52,695564 -144,779873 
55,490367 -144,557348 
58,294813 -144,284726 
61,108071 -143,961592 
63,929296 -143,587549 
66,757635 -143,162210 
69,592222 -142,685201 
72,432182 -142,156162 
75,276628 -141,574747 
78,124663 -140,940624 
80,975380 -140,253473 
83,827862 -139,512991 
86,681182 -138,718888 
89,534403 -137,870890 
92,386580 -136,968737 
95,236758 -136,012186 
98,083973 -135,001007 
100,927252 -133,934987 
103,765615 -132,813931 
106,598072 -131,637656 
109,423627 -130,406001 
112,241274 -129,118816 
115,050001 -127,775971 
117,848789 -126,377354 
120,636611 -124,922868 
123,412435 -123,412435 
126,175220 -121,845993 
128,923921 -120,223501 
131,657487 -118,544934 
134,374861 -116,810285 
137,074981 -115,019566 
139,756779 -113,172808 
142,419184 -111,270062 
145,061121 -109,311395 
147,681508 -107,296896 
150,279262 -105,226672 
152,853297 -103,100851 
155,402522 -100,919577 
157,925843 -98,683019 
160,422167 -96,391362 
162,890395 -94,044813 
165,329429 -91,643599 
167,738168 -89,187966 
170,115511 -86,678182 
172,460356 -84,114536 
174,771601 -81,497336 
177,048144 -78,826912 
179,288882 -76,103615 
181,492716 -73,327817 
183,658544 -70,499910 
185,785270 -67,620308 
187,871797 -64,689447 
189,917030 -61,707784 
191,919880 -58,675796 
193,879257 -55,593982 
195,794077 -52,462865 
197,663259 -49,282986 
199,485727 -46,054909 
201,260409 -42,779220 
202,986238 -39,456528 
204,662153 -36,087459 
206,287099 -32,672667 
207,860027 -29,212822 
209,379893 -25,708618 
210,845665 -22,160772 
212,256312 -18,570021 
213,610816 -14,937123 
214,908166 -11,262860 
216,147358 -7,548032 
217,327400 -3,793464 
218,447308 -0,000000 
219,506108 3,831493 
220,502836 7,700129 
221,436541 11,604997 
222,306281 15,545170 
223,111128 19,519694 
223,850164 23,527600 
224,522484 27,567895 
225,127198 31,639564 
225,663427 35,741576 
226,130308 39,872874 
226,526989 44,032386 
226,852637 48,219017 
227,106431 52,431651 
227,287567 56,669155 
227,395257 60,930375 
227,428728 65,214138 
227,387225 69,519251 
227,270012 73,844503 
227,076366 78,188663 
226,805587 82,550483 
226,456991 86,928694 
226,029912 91,322012 
225,523706 95,729134 
224,937747 100,148738 
224,271430 104,579485 
223,524169 109,020022 
222,695401 113,468974 
221,784583 117,924954 
220,791193 122,386557 
219,714734 126,852361 
218,554728 131,320929 
217,310723 135,790811 
215,982288 140,260538 
214,569016 144,728629 
213,070526 149,193588 
211,486459 153,653906 
209,816481 158,108059 
208,060284 162,554510 
206,217587 166,991709 
204,288130 171,418095 
202,271685 175,832093 
200,168046 180,232118 
197,977035 184,616572 
195,698503 188,983848 
193,332327 193,332327 
190,878411 197,660381 
188,336688 201,966372 
185,707121 206,248652 
182,989698 210,505567 
180,184439 214,735452 
177,291392 218,936636 
174,310636 223,107440 
171,242277 227,246177 
168,086455 231,351157 
164,843336 235,420682 
161,513120 239,453048 
158,096036 243,446547 
154,592346 247,399469 
151,002340 251,310096 
147,326342 255,176710 
143,564708 258,997590 
139,717825 262,771012 
135,786112 266,495249 
131,770020 270,168578 
127,670033 273,789269 
123,486668 277,355598 
119,220475 280,865837 
114,872035 284,318263 
110,441964 287,711152 
105,930910 291,042784 
101,339557 294,311442 
96,668617 297,515413 
91,918842 300,652986 
87,091013 303,722457 
82,185946 306,722127 
77,204492 309,650303 
72,147533 312,505298 
67,015988 315,285435 
61,810808 317,989040 
56,532979 320,614453 
51,183519 323,160020 
45,763482 325,624097 
40,273956 328,005052 
34,716062 330,301262 
29,090953 332,511119 
23,399821 334,633024 
17,643886 336,665393 
11,824405 338,606656 
5,942669 340,455256 
0,000000 342,209652 
-6,002244 343,868320 
-12,062673 345,429749 
-18,179863 346,892449 
